日期,收盘点位,市值(元),流通市值(元),自由流通市值(元),PE-TTM正数等权,PE-TTM 分位点,PE-TTM 80%分位点值,PE-TTM 50%分位点值,PE-TTM 20%分位点值
2002-04-05,=1634.6400,=2929683809855.8022,=772459188732,=772712266330,=53.2614,=0.7873,=54.0070,=40.0347,=27.2924
2002-04-04,=1641.7000,=2941807590160.5005,=776233975911,=776000567778,=53.3651,=0.7892,=54.0070,=40.0220,=27.2924
2002-04-03,=1594.5100,=2855510681457.8999,=753874042835,=753645168779,=51.7148,=0.7632,=54.0070,=40.0092,=27.2924
2002-04-02,=1582.8800,=2833482746484.8989,=750061697445,=749828853261,=51.5367,=0.7621,=54.0070,=39.9980,=27.2924
2002-04-01,=1608.5100,=2878366701197.6021,=763194954928,=762960477715,=52.5569,=0.7764,=54.0070,=39.9868,=27.2924
2002-03-29,=1603.9100,=2870494288621.4985,=760788913979,=760557969974,=52.1750,=0.7708,=54.0559,=39.9829,=27.2704
2002-03-28,=1650.6700,=2953625197162.9985,=784400121135,=784151663599,=53.4044,=0.7891,=54.0559,=39.9790,=27.2704
2002-03-27,=1654.2300,=2961215354099.7983,=785664298122,=785406236311,=53.3315,=0.7890,=54.0559,=39.9737,=27.2704
2002-03-26,=1649.4800,=2953450500720,=783162473946,=782898814978,=53.0625,=0.7854,=54.0559,=39.9684,=27.2704
2002-03-25,=1675.2900,=2999346212195.5005,=795709158559,=795451447317,=53.6750,=0.7938,=54.0559,=39.9672,=27.2704
2002-03-22,=1669.6900,=2990520064371.5000,=791164228736,=791407670305,=53.4851,=0.7907,=54.0902,=39.9660,=27.2647
2002-03-21,=1685.0200,=3018574939292.2012,=798794939191,=799055894441,=53.8698,=0.7971,=54.0902,=39.9604,=27.2647
2002-03-20,=1682.5100,=3012670319296.4995,=797974143034,=798215878200,=53.8155,=0.7960,=54.0902,=39.9549,=27.2647
2002-03-19,=1665.3600,=2981650426116.4028,=788877503970,=789104069729,=52.8894,=0.7859,=54.0902,=39.9395,=27.2647
2002-03-18,=1623.8800,=2910061626662.8018,=769240273013,=769436738076,=51.2123,=0.7603,=54.0902,=39.9241,=27.2647
2002-03-15,=1620.9800,=2905848531086.0024,=767517105785,=767731655968,=51.2988,=0.7616,=54.0906,=39.9214,=27.2627
2002-03-14,=1665.1500,=2983956837120.1001,=789909314092,=790127644510,=52.8255,=0.7836,=54.0906,=39.9187,=27.2627
2002-03-13,=1623.4300,=2909836153845.2002,=768989138049,=769196198395,=51.3526,=0.7634,=54.0906,=39.9177,=27.2627
2002-03-12,=1643.6900,=2945621162597.9995,=780935268110,=781137825093,=52.0863,=0.7718,=54.0906,=39.9168,=27.2627
2002-03-11,=1664.0900,=2980409553049.7959,=789518187138,=789732480413,=52.8454,=0.7837,=54.0906,=39.9140,=27.2627
2002-03-08,=1640.2600,=2938316194847.3018,=775759774911,=775971997984,=51.9216,=0.7701,=54.2928,=39.9113,=27.2602
2002-03-07,=1613,=2888709680910.2002,=762651137121,=762860403176,=50.6834,=0.7554,=54.2928,=39.9091,=27.2602
2002-03-06,=1569.2100,=2810742605335.7012,=740332116813,=740537260934,=48.9811,=0.7357,=54.2928,=39.9069,=27.2602
2002-03-05,=1560.0800,=2793724964789.9019,=735661216402,=735864920511,=48.7889,=0.7350,=54.2928,=39.8985,=27.2602
2002-03-04,=1526.8000,=2732630362583.3999,=717176952332,=717375946501,=47.6523,=0.7168,=54.2928,=39.8900,=27.2602
2002-03-01,=1502.5400,=2690162321171.8008,=705322397912,=705509462236,=46.7730,=0.6955,=54.3232,=39.8726,=27.2287
2002-02-28,=1524.7000,=2729907277265.8984,=715401846335,=715595505353,=47.4996,=0.7135,=54.3232,=39.8552,=27.2287
2002-02-27,=1538.3200,=2755076820837.9028,=721896869741,=722078940286,=47.9387,=0.7214,=54.3232,=39.8447,=27.2287
2002-02-26,=1531.4300,=2742847783710.3013,=719285943618,=719466932082,=47.9628,=0.7233,=54.3232,=39.8342,=27.2287
2002-02-25,=1530.2800,=2739589210469.9009,=718603420174,=718788212077,=47.9996,=0.7237,=54.3232,=39.8232,=27.2287
2002-02-08,=1506.6100,=2697105623093.9009,=706114838011,=706294017911,=46.9664,=0.7003,=54.3273,=39.8122,=27.2028
2002-02-07,=1515.3900,=2711468726675.1016,=709306933867,=709482549236,=47.2197,=0.7062,=54.3273,=39.8071,=27.2028
2002-02-06,=1485.8000,=2659313715942.2012,=695054426414,=695221184409,=46.1043,=0.6828,=54.3273,=39.8021,=27.2028
2002-02-05,=1518.2800,=2715727408113.5996,=711524066728,=711701088447,=47.2962,=0.7074,=54.3273,=39.8019,=27.2028
2002-02-04,=1511.3300,=2702426917544.8013,=708041932387,=708215436763,=47.0653,=0.7037,=54.3273,=39.8018,=27.2028
2002-02-01,=1485.7700,=2657345549262.9014,=695544882046,=695727723371,=46.1008,=0.6834,=54.3778,=39.8007,=27.1850
2002-01-31,=1491.6700,=2668242113014.3022,=697250399287,=697440281364,=46.1379,=0.6852,=54.3778,=39.7995,=27.1850
2002-01-30,=1396.6000,=2502496306590.9004,=652087102045,=652261495761,=42.9743,=0.6233,=54.3778,=39.7954,=27.1850
2002-01-29,=1392.7800,=2496173210138.9995,=648622710120,=648791834498,=42.6925,=0.6114,=54.3778,=39.7913,=27.1850
2002-01-28,=1359.5500,=2437122371677.7998,=632408874089,=632564945789,=41.6059,=0.5636,=54.3778,=39.7826,=27.1850
2002-01-25,=1451.4800,=2597369508346.1021,=677175499790,=677352383758,=44.6790,=0.6537,=54.4452,=39.7739,=27.1818
2002-01-24,=1456.4000,=2606837838333.8008,=678063812278,=678241533980,=44.7052,=0.6540,=54.4452,=39.7687,=27.1818
2002-01-23,=1444.9600,=2585294177999.9009,=673509058733,=673668305211,=44.3589,=0.6472,=54.4452,=39.7634,=27.1818
2002-01-22,=1358.6900,=2431169423499.0015,=631744733169,=631895121620,=41.3435,=0.5500,=54.4452,=39.7585,=27.1818
2002-01-21,=1366.9700,=2443310004280.9995,=634132740752,=634285201640,=41.5779,=0.5625,=54.4452,=39.7535,=27.1818
2002-01-18,=1415.4400,=2528302109733.6997,=658588380024,=658743942688,=43.3961,=0.6324,=54.4762,=39.7466,=27.1779
2002-01-17,=1419.5200,=2540059399030.4019,=661363527511,=661524599726,=43.5505,=0.6363,=54.4762,=39.7397,=27.1779
2002-01-16,=1479.6200,=2646223151313.6001,=691975561857,=692145572534,=45.7138,=0.6743,=54.4762,=39.7268,=27.1779
2002-01-15,=1459.6500,=2611765321059.6992,=683650824742,=683831657283,=45.0188,=0.6589,=54.4762,=39.7139,=27.1779
2002-01-14,=1485.1100,=2657930759324.8003,=696105451105,=696285149981,=45.8931,=0.6791,=54.4762,=39.7102,=27.1779
2002-01-11,=1535.5900,=2747186604780.2988,=721658087888,=721825003537,=47.6907,=0.7156,=54.4965,=39.7065,=27.1750
2002-01-10,=1576.4400,=2819954422593.3008,=740995019173,=741169915702,=49.0397,=0.7338,=54.4965,=39.6826,=27.1750
2002-01-09,=1561.3500,=2793624046838.7012,=733932761065,=734101124859,=48.5047,=0.7260,=54.4965,=39.6587,=27.1750
2002-01-08,=1583.4600,=2831199276033.5996,=745841967320,=746010202239,=49.3425,=0.7366,=54.4965,=39.6529,=27.1750
2002-01-07,=1596.7600,=2850686391306.1982,=751414803514,=752052576012,=49.7354,=0.7400,=54.4965,=39.6470,=27.1750
2002-01-04,=1611.3900,=2876701542821.0996,=759588833683,=760238738823,=50.3444,=0.7471,=54.4993,=39.6436,=27.1717
2001-12-31,=1645.9700,=2471133022174.3999,=741446523352,=741693468424,=51.3565,=0.7607,=54.4993,=39.6402,=27.1717
2001-12-28,=1639.4800,=2461094730884.0010,=737612988838,=737854694388,=51.0714,=0.7570,=54.4993,=39.6396,=27.1717
2001-12-27,=1627.9200,=2446777071048.9004,=733975609284,=734215609185,=50.8157,=0.7538,=54.4993,=39.6389,=27.1717
2001-12-26,=1633.6400,=2458143998462.7983,=737470469515,=737711841983,=51.0678,=0.7568,=54.4993,=39.6317,=27.1717
2001-12-25,=1611.1700,=2426455506071.7998,=727977239602,=728215401667,=50.3846,=0.7495,=54.5715,=39.6246,=27.1540
2001-12-24,=1606.1000,=2419611409696.3989,=726060873630,=726298146152,=50.2321,=0.7483,=54.5715,=39.6172,=27.1540
2001-12-21,=1640.1400,=2469181665128.5996,=741176873517,=741418405817,=51.2924,=0.7590,=54.5715,=39.6099,=27.1540
2001-12-20,=1631.5400,=2454025011063.0991,=735812420269,=736052955892,=50.9326,=0.7558,=54.5715,=39.5971,=27.1540
2001-12-19,=1672.7000,=2516495130513.2998,=754382318355,=754629607743,=52.2897,=0.7705,=54.5715,=39.5844,=27.1540
2001-12-18,=1687.2900,=2540721273806.8999,=761603186917,=761853086480,=52.8173,=0.7786,=54.6335,=39.5817,=27.1403
2001-12-17,=1665.9400,=2504132051544.8999,=750294866903,=750541259590,=51.9522,=0.7662,=54.6335,=39.5790,=27.1403
2001-12-14,=1675.5100,=2520035757129.2988,=754998648897,=755245757016,=52.2557,=0.7707,=54.6335,=39.5758,=27.1403
2001-12-13,=1688.0100,=2541083468609.3984,=761240405825,=761489282864,=52.6821,=0.7767,=54.6335,=39.5727,=27.1403
2001-12-12,=1715.1700,=2581538076035.5015,=773701923113,=773954023710,=53.5530,=0.7869,=54.6335,=39.5671,=27.1403
2001-12-11,=1728.8800,=2606278027020.4014,=781137069200,=781392186036,=54.0559,=0.7935,=54.6385,=39.5615,=27.1399
2001-12-10,=1748.6800,=2636922329171.3003,=789995135778,=790253117233,=54.7037,=0.8011,=54.6385,=39.5559,=27.1399
2001-12-07,=1745.4100,=2631677358266.5005,=788312112943,=788569744334,=54.6335,=0.8000,=54.6335,=39.5504,=27.1399
2001-12-06,=1751.1800,=2638689091909.4009,=790071146507,=790328507192,=54.7436,=0.8014,=54.5715,=39.5468,=27.1399
2001-12-05,=1745.2300,=2626291516966.2988,=785813786109,=786069553489,=54.4452,=0.7982,=54.4993,=39.5431,=27.1399
2001-12-04,=1769.6800,=2667100801242.4014,=798117333997,=798376538255,=55.2566,=0.8038,=54.5715,=39.5369,=27.1388
2001-12-03,=1762.5600,=2655396602625.4023,=794321404605,=794576140126,=55.0097,=0.8022,=54.4993,=39.5308,=27.1388
2001-11-30,=1747.9900,=2635222862919.5005,=787852637390,=788104442233,=54.4965,=0.8000,=54.4965,=39.5299,=27.1388
2001-11-29,=1732.3000,=2611197862689.5991,=780459596650,=780708985877,=53.9741,=0.7952,=54.4762,=39.5291,=27.1388
2001-11-28,=1735,=2613880473484.0996,=781575120239,=781824540573,=54.0004,=0.7957,=54.4762,=39.5245,=27.1388
2001-11-27,=1722.5900,=2594559565287.0010,=775749540987,=775996959355,=53.5208,=0.7904,=54.4993,=39.5199,=27.1381
2001-11-26,=1705.8900,=2567400967394.5991,=767252222660,=767496910817,=52.9046,=0.7851,=54.4993,=39.5184,=27.1381
2001-11-23,=1712.5600,=2576004885318.0005,=769397477181,=769642962558,=53.1074,=0.7865,=54.4993,=39.5168,=27.1381
2001-11-22,=1715.8100,=2582993973458.6992,=771762156630,=772008253133,=53.2823,=0.7885,=54.4993,=39.5160,=27.1381
2001-11-21,=1705.6600,=2563912317601.6021,=765698826442,=765942616893,=52.8126,=0.7842,=54.4993,=39.5151,=27.1381
2001-11-20,=1699.7300,=2553398983265.2002,=761398787974,=761641333514,=52.5239,=0.7805,=54.5715,=39.5123,=27.1273
2001-11-19,=1669.8900,=2505633089374.4004,=746667626338,=746904090919,=51.2773,=0.7674,=54.5715,=39.5094,=27.1273
2001-11-16,=1646.7600,=2469289981878.6016,=735665809814,=735898722663,=50.4435,=0.7600,=54.5715,=39.5013,=27.1273
2001-11-15,=1621.3400,=2431052989170.9004,=723884710859,=724113630420,=49.5581,=0.7510,=54.5715,=39.4932,=27.1273
2001-11-14,=1617.1000,=2426436110094.0005,=722593027200,=722821384710,=49.4360,=0.7504,=54.5715,=39.4921,=27.1273
2001-11-13,=1615.9300,=2421187491565.0986,=721417832745,=721645373837,=49.3229,=0.7503,=54.6385,=39.4909,=27.1016
2001-11-12,=1621.1900,=2431278936511.7012,=724719039628,=724948450563,=49.6178,=0.7517,=54.6385,=39.4835,=27.1016
2001-11-09,=1630.3600,=2447793691174.3008,=730029023988,=730260108571,=50.0327,=0.7547,=54.6385,=39.4760,=27.1016
2001-11-08,=1605.8700,=2405186473651.2983,=716650696396,=716877792276,=49.1791,=0.7493,=54.6385,=39.4754,=27.1016
2001-11-07,=1594.0500,=2381277145077.8999,=709675732342,=709899651032,=48.6576,=0.7440,=54.6385,=39.4747,=27.1016
2001-11-06,=1671.2800,=2503511331537.5991,=746433934874,=746669738758,=51.3963,=0.7689,=54.6607,=39.4740,=27.0933
2001-11-05,=1679.5700,=2514909799694.3018,=750202113857,=750438721923,=51.6651,=0.7704,=54.6607,=39.4733,=27.0933
2001-11-02,=1691.3500,=2533061741681.8008,=756572317311,=756811313133,=52.1450,=0.7760,=54.6607,=39.4723,=27.0933
2001-11-01,=1707.7500,=2556519493748.1992,=763810019609,=764051533380,=52.6102,=0.7806,=54.6607,=39.4714,=27.0933
2001-10-31,=1689.1700,=2527390867619.4995,=755738580561,=755977687038,=52.0152,=0.7747,=54.6607,=39.4629,=27.0933
2001-10-30,=1682.7700,=2516105242543.4995,=753238841927,=753476766619,=51.8264,=0.7725,=55.0334,=39.4544,=27.0901
2001-10-29,=1700.4800,=2540506651156.0986,=760627129654,=760871631209,=52.2334,=0.7766,=55.0334,=39.4527,=27.0901
2001-10-26,=1677.8800,=2501871310031.0005,=749225458185,=749466143838,=51.3593,=0.7707,=55.0334,=39.4510,=27.0901
2001-10-25,=1676.5000,=2500009912336.6997,=749283128680,=749524011457,=51.4735,=0.7716,=55.0334,=39.4500,=27.0901
2001-10-24,=1718.0600,=2563000382244.8022,=768094224140,=768342139846,=52.8571,=0.7830,=55.0334,=39.4491,=27.0901
2001-10-23,=1670.5600,=2481255581676.9014,=743838537651,=744078752283,=50.7584,=0.7661,=55.0679,=39.4416,=27.0681
2001-10-22,=1520.6700,=2260529413746.1992,=677678744712,=677897570084,=46.1760,=0.7051,=55.0679,=39.4341,=27.0681
2001-10-19,=1572.4500,=2340453765987.0977,=701152956134,=701379340195,=47.9623,=0.7412,=55.0679,=39.4335,=27.0681
2001-10-18,=1615.5800,=2410447872401.3989,=722306695488,=722545026283,=49.5877,=0.7558,=55.0679,=39.4328,=27.0681
2001-10-17,=1643.0700,=2452701573349.2988,=734563245760,=734805981907,=50.5147,=0.7635,=55.0679,=39.4178,=27.0681
2001-10-16,=1655.9000,=2473962256992.7979,=739427994362,=739672465181,=50.9252,=0.7666,=55.1639,=39.4028,=27.0532
2001-10-15,=1687.2800,=2519197814048.1987,=752580142040,=752828946603,=51.9141,=0.7733,=55.1639,=39.3912,=27.0532
2001-10-12,=1691.3300,=2519281505725.7988,=753020044880,=753256520701,=52.1041,=0.7747,=55.1639,=39.3797,=27.0532
2001-10-11,=1638.3300,=2438596057105.4009,=728070591632,=728337356398,=50.3486,=0.7641,=55.1639,=39.3705,=27.0532
2001-10-10,=1686.6100,=2516033674488.3989,=748485120712,=748760279307,=52.0119,=0.7745,=55.1639,=39.3614,=27.0532
2001-10-09,=1744.6400,=2604806236386.8003,=775766670272,=776050096251,=54.0906,=0.7934,=55.2683,=39.3531,=27.0209
2001-10-08,=1726.5300,=2578786669739.5991,=768674484818,=768955512965,=53.6025,=0.7890,=55.2683,=39.3447,=27.0209
2001-09-28,=1764.8700,=2641874676382.6001,=787629575584,=787918567056,=55.0334,=0.7984,=55.2683,=39.3404,=27.0209
2001-09-27,=1764.9300,=2644943052230.4985,=789015406350,=789304082660,=55.1639,=0.7994,=55.2683,=39.3360,=27.0209
2001-09-26,=1767.8100,=2651322090993.7979,=791160432794,=791449150058,=55.3779,=0.8003,=55.2683,=39.3289,=27.0209
2001-09-25,=1793.8800,=2690489840323.3979,=802441977021,=802724957086,=56.1816,=0.8060,=55.2683,=39.3218,=27.0111
2001-09-24,=1794.9600,=2693709774962.5991,=802729035652,=803014006623,=56.2173,=0.8070,=55.0679,=39.3136,=27.0111
2001-09-21,=1807.0200,=2713386089005.1011,=808777804952,=809066105043,=56.6311,=0.8116,=54.6607,=39.3055,=27.0111
2001-09-20,=1818.4200,=2730010681195.7988,=814199455930,=814489965567,=56.9621,=0.8190,=54.6385,=39.3040,=27.0111
2001-09-19,=1822.6900,=2734575228591.5010,=815771470993,=816062726620,=57.0037,=0.8199,=54.5715,=39.3025,=27.0111
2001-09-18,=1798.6200,=2697587059063.0015,=803924281741,=804212339803,=56.2087,=0.8082,=54.5715,=39.3013,=26.9886
2001-09-17,=1784.6100,=2678629094721.5996,=798145385095,=798432302838,=55.8611,=0.8059,=54.4993,=39.3002,=26.9886
2001-09-14,=1818.3800,=2726683748901.7012,=811802425044,=812091065258,=56.8261,=0.8175,=54.4762,=39.2971,=26.9886
2001-09-13,=1839.9100,=2759128700684.5000,=821708617224,=821999812874,=57.4568,=0.8286,=54.3778,=39.2940,=26.9886
2001-09-12,=1852.6000,=2769900931013.5000,=823941494112,=824233957966,=57.5877,=0.8311,=54.3273,=39.2938,=26.9886
2001-09-11,=1863.7800,=2799432223811.9980,=833422142575,=833717684913,=58.2596,=0.8443,=54.3273,=39.2936,=26.9544
2001-09-10,=1856.5300,=2792223816444.7012,=831042584604,=831337656977,=58.0925,=0.8384,=54.3232,=39.2766,=26.9544
2001-09-07,=1808.8400,=2716826031146.5000,=809019130011,=809306181987,=56.5060,=0.8133,=54.2928,=39.2596,=26.9544
2001-09-06,=1861.5600,=2794568690059.4004,=832218484562,=832769801482,=58.1541,=0.8425,=54.0902,=39.2564,=26.9544
2001-09-05,=1868.2700,=2803983501970.0986,=835110522308,=835661956635,=58.3439,=0.8445,=54.0070,=39.2533,=26.9544
2001-09-04,=1862.3600,=2793157562778.5000,=832129570060,=832680486779,=58.0947,=0.8402,=54.0070,=39.2374,=26.9295
2001-09-03,=1817.1900,=2723798089340.2012,=811774459540,=812320200334,=56.6185,=0.8156,=53.9314,=39.2216,=26.9295
2001-08-31,=1834.1400,=2748734872203.5005,=817895699828,=818442960163,=57.0773,=0.8229,=53.8531,=39.2196,=26.9295
2001-08-30,=1839.6300,=2753440006204,=818770592590,=819317561151,=57.0882,=0.8234,=53.8372,=39.2176,=26.9295
2001-08-29,=1847.5400,=2772039472566.9019,=824193966243,=824742545178,=57.5097,=0.8318,=53.8020,=39.2150,=26.9295
2001-08-28,=1843.3900,=2761509136785.1011,=821196768904,=821744481991,=57.2502,=0.8269,=53.8020,=39.2124,=26.9163
2001-08-27,=1827.2500,=2739011666344.2988,=814435970805,=814980221141,=56.7690,=0.8215,=53.8015,=39.2106,=26.9163
2001-08-24,=1886.8000,=2828873627081.5015,=840509714737,=841064642625,=58.7576,=0.8497,=53.7262,=39.2089,=26.9163
2001-08-23,=1902.9900,=2855319639835.8022,=848096977850,=848654819242,=59.2844,=0.8566,=53.5991,=39.2079,=26.9163
2001-08-22,=1903.4500,=2854628479164.1025,=847615711354,=848172702762,=59.3318,=0.8581,=53.5832,=39.2069,=26.9163
2001-08-21,=1938.8700,=2906001381706.6992,=862529067033,=863090758051,=60.4779,=0.8790,=53.5832,=39.2027,=26.8890
2001-08-20,=1934.4900,=2896286689460.0010,=859938880410,=860499964859,=60.3489,=0.8757,=53.5258,=39.1985,=26.8890
2001-08-17,=1924,=2879702554975.1021,=854611723269,=855168361557,=60.3764,=0.8761,=53.4619,=39.1948,=26.8890
2001-08-16,=1919.6500,=2875599493608.5996,=852566151509,=853122588941,=60.5109,=0.8798,=53.4363,=39.1911,=26.8890
2001-08-15,=1947.3600,=2918348175408.8999,=864262058465,=864821319515,=61.6174,=0.8943,=53.3091,=39.1748,=26.8890
2001-08-14,=1939.5400,=2904211334236.2012,=860355254081,=860912814806,=61.6424,=0.8958,=53.3091,=39.1584,=26.8695
2001-08-13,=1955.1000,=2928555008427.3975,=868227539594,=868788003657,=62.1171,=0.9049,=53.2134,=39.1526,=26.8695
2001-08-10,=1955.0400,=2923398724088.6992,=866721597582,=867281889217,=62.1098,=0.9048,=53.1775,=39.1468,=26.8695
2001-08-09,=1924.5900,=2881800582584.8984,=853579801979,=854135963737,=61.3488,=0.8930,=53.1452,=39.1459,=26.8695
2001-08-08,=1895.1700,=2830671181308.5981,=838335925200,=838888009103,=60.3881,=0.8794,=53.1010,=39.1450,=26.8695
2001-08-07,=1903.9300,=2845280733769.7026,=842339500797,=842963988056,=61.2878,=0.8928,=53.1010,=39.1363,=26.8574
2001-08-06,=1882.1300,=2811850928889.3003,=832052640640,=832672876033,=60.8373,=0.8852,=53.0178,=39.1277,=26.8574
2001-08-03,=1958.6900,=2921225308536.8989,=865052600278,=865684734401,=63.3396,=0.9256,=52.8727,=39.1237,=26.8574
2001-08-02,=1957.0200,=2917599836092.1973,=864269586449,=864981557515,=63.3372,=0.9256,=52.8471,=39.1196,=26.8574
2001-08-01,=1986.9300,=2957042768223.8013,=877432223021,=878150115992,=64.4398,=0.9293,=52.7874,=39.1189,=26.8574
2001-07-31,=1920.3200,=2856122063550.1001,=848694200597,=849401207447,=62.3006,=0.9109,=52.7874,=39.1181,=26.8229
2001-07-30,=1956.8200,=2908809275084.3003,=863875729221,=864590257830,=63.7731,=0.9281,=52.7243,=39.1070,=26.8229
2001-07-27,=2065.7300,=3072217688619.0991,=912084486387,=912817962061,=67.4493,=0.9443,=52.6152,=39.0958,=26.8229
2001-07-26,=2094.0100,=3116760627197.6982,=924895336332,=925634495982,=68.7004,=0.9492,=52.6109,=39.0906,=26.8229
2001-07-25,=2112.2600,=3144207613756.0996,=933808842261,=934552365423,=69.4223,=0.9518,=52.5429,=39.0853,=26.8229
2001-07-24,=2136.4500,=3178294638768.3003,=944418605055,=945167823738,=70.5168,=0.9653,=52.5429,=39.0652,=26.8008
2001-07-23,=2169.0100,=3223441624656.0024,=957950114641,=958703666187,=71.7907,=0.9821,=52.5416,=39.0451,=26.8008
2001-07-20,=2179.6200,=3236565573446.4014,=961789059818,=962543421103,=72.1154,=0.9886,=52.5144,=39.0419,=26.8008
2001-07-19,=2150.2600,=3193080626520.5010,=949776100928,=950525180846,=71.0899,=0.9745,=52.4567,=39.0387,=26.8008
2001-07-18,=2146.5400,=3182655267380.0010,=946974808804,=947723394983,=70.9082,=0.9734,=52.4084,=39.0243,=26.8008
2001-07-17,=2140.9800,=3173896922098.2012,=944171092649,=944919248253,=70.8988,=0.9734,=52.4084,=39.0099,=26.7924
2001-07-16,=2146.2400,=3179511351480.9014,=946000884450,=946747872966,=71.1471,=0.9761,=52.4013,=38.9920,=26.7924
2001-07-13,=2161.3400,=3203378990765.8022,=952625656845,=953375821941,=71.5719,=0.9788,=52.3706,=38.9742,=26.7924
2001-07-12,=2165.4900,=3210551301620.3022,=954068455972,=954819138617,=71.6906,=0.9815,=52.1251,=38.9591,=26.7924
2001-07-11,=2168.7400,=3215303058874.7969,=955175183929,=955926735432,=71.8505,=0.9831,=52.1245,=38.9440,=26.7924
2001-07-10,=2189.7800,=3244931053339.7998,=963508511755,=964263330948,=72.5682,=0.9946,=52.1245,=38.9393,=26.7866
2001-07-09,=2169.6600,=3216649122522.9990,=955633169068,=956385492591,=71.9043,=0.9847,=51.9924,=38.9347,=26.7866
2001-07-06,=2170.5200,=3217820310049.6011,=956340026209,=957097386723,=71.9828,=0.9869,=51.8798,=38.9315,=26.7866
2001-07-05,=2181.6600,=3226124298696.3003,=958880820342,=961846101052,=72.3991,=0.9935,=51.7576,=38.9284,=26.7866
2001-07-04,=2202.0600,=3256847644665.5005,=967042774264,=970009461003,=73.1079,=0.9984,=51.5613,=38.9275,=26.7866
2001-07-03,=2211.8300,=3271458721572.1987,=970530431109,=973499844392,=73.4052,=1,=51.5613,=38.9267,=26.7850
2001-07-02,=2205.9900,=3263826356085.0977,=969220048817,=972188877870,=73.2340,=0.9995,=51.3638,=38.9266,=26.7850
2001-06-29,=2218.0300,=2972089797205.8008,=899177914564,=902019422890,=72.3450,=0.9934,=51.3271,=38.9266,=26.7850
2001-06-28,=2219.2500,=2972607831141.1997,=899073695047,=902086806144,=72.3748,=0.9951,=51.3109,=38.9124,=26.7850
2001-06-27,=2229.8300,=2985124772766.5996,=902716781295,=905732710580,=72.7113,=0.9978,=51.2065,=38.8982,=26.7850
2001-06-26,=2233.5900,=2990388429694.1992,=903942553082,=906958790925,=72.7851,=0.9995,=51.2065,=38.8955,=26.7710
2001-06-25,=2230.2000,=2984199933770.5020,=902390254365,=905405294408,=72.6644,=0.9978,=51.1619,=38.8928,=26.7710
2001-06-22,=2206.0700,=2954963945628.2988,=894639564312,=897652478876,=71.9697,=0.9918,=51.1616,=38.8701,=26.7710
2001-06-21,=2189.1500,=2930963198198.1001,=888649758953,=891629725629,=71.5048,=0.9857,=50.9915,=38.8473,=26.7710
2001-06-20,=2163.1200,=2898195161443.5986,=878868307421,=881847866798,=70.6556,=0.9797,=50.9647,=38.8199,=26.7710
2001-06-19,=2170.4500,=2906857811630.2002,=881784970965,=884763468690,=70.9617,=0.9835,=50.9647,=38.7925,=26.7704
2001-06-18,=2167.6500,=2901574514487.5020,=880242568216,=883220964200,=70.8716,=0.9835,=50.9308,=38.7865,=26.7704
2001-06-15,=2210.9700,=2961963052811.2012,=898018324873,=901003440021,=72.3632,=0.9962,=50.8049,=38.7805,=26.7704
2001-06-14,=2202.4000,=2955454126244.7988,=894305587652,=897297019478,=72.0119,=0.9929,=50.6921,=38.7736,=26.7704
2001-06-13,=2242.4200,=3005663490423.0996,=909216636734,=912213688261,=73.2586,=1,=50.6319,=38.7667,=26.7704
2001-06-12,=2222.9600,=2984687620164.2017,=903631629759,=906628228625,=72.7390,=1,=50.6319,=38.7631,=26.7665
2001-06-11,=2214.6200,=2972953232214.9023,=899493930102,=902488419879,=72.2898,=0.9967,=50.6142,=38.7595,=26.7665
2001-06-08,=2223.0700,=2979641902669.4004,=901338998879,=904338519451,=72.3288,=0.9972,=50.5331,=38.7472,=26.7665
2001-06-07,=2229.8100,=2987643894381.6978,=903394296939,=906356161685,=72.5530,=0.9989,=50.4337,=38.7350,=26.7665
2001-06-06,=2238.5000,=3000340442783.1021,=906077481735,=909039186381,=72.7285,=1,=50.2918,=38.7315,=26.7665
2001-06-05,=2234.9900,=2998656323680.5024,=906182734979,=908990295526,=72.6811,=1,=50.2918,=38.7281,=26.7522
2001-06-04,=2226.7800,=2986859677687.7026,=903425012630,=906376472321,=72.4430,=1,=50.2287,=38.7265,=26.7522
2001-06-01,=2219.5900,=2973655092098.6011,=899905247131,=902869745796,=72.0992,=0.9989,=50.2228,=38.7250,=26.7522
2001-05-31,=2214.2600,=2962817448558.6011,=897860119727,=900706786252,=71.9463,=0.9978,=50.2154,=38.7218,=26.7522
2001-05-30,=2211.2000,=2959054611620.3999,=898158483496,=901009385831,=72.0150,=0.9983,=50.1728,=38.7186,=26.7522
2001-05-29,=2180.2800,=2919967358600.3979,=887327037498,=890172929909,=71.1433,=0.9923,=50.1728,=38.7177,=26.7386
2001-05-28,=2179.7000,=2913532887015.4990,=882946470342,=885791790844,=71.0110,=0.9917,=50.0928,=38.7167,=26.7386
2001-05-25,=2193.5800,=2935744194152.6001,=889156661376,=892008415611,=71.5459,=0.9939,=50.0909,=38.7154,=26.7386
2001-05-24,=2198.3000,=2943488462891.8003,=891566760225,=894354015996,=71.6910,=0.9967,=50.0214,=38.7141,=26.7386
2001-05-23,=2197.5900,=2943107691966.4990,=891172754511,=893960827984,=71.6100,=0.9956,=49.9269,=38.7019,=26.7386
2001-05-22,=2210.3400,=2958751139922.8989,=896150439810,=898940922432,=72.1601,=0.9994,=49.9269,=38.6898,=26.7348
