日期,收盘点位,全收益收盘点位(元),市值(元),流通市值(元),自由流通市值(元),PE-TTM中位数,PE-TTM 分位点,PE-TTM 80%分位点值,PE-TTM 50%分位点值,PE-TTM 20%分位点值
2007-07-11,=3789.8740,,=15262350711100.1016,=3514581203761,=3132772125922.1479,=46.5838,=0.8974,=38.0343,=25.1428,=20.8361
2007-07-10,=3775.6210,,=15216285168974.6992,=3500700117884,=3120465372713.2002,=45.8062,=0.8917,=37.3260,=25.1398,=20.8361
2007-07-09,=3821.3020,,=15285906958374.5957,=3541991729203,=3159051942561.7510,=46.8791,=0.9044,=37.1011,=25.1369,=20.8361
2007-07-06,=3710.2830,,=14879299030119.9961,=3438682535197,=3067137523832.1079,=45.4590,=0.8913,=37.0949,=25.1369,=20.8361
2007-07-05,=3537.4350,,=14234923755757.1016,=3276292123763,=2924692845701.9053,=43.3106,=0.8801,=37.0949,=25.1369,=20.8246
2007-07-04,=3743.5820,,=15005538374020.5000,=3465311645722,=3097510495001.8452,=46.6857,=0.9020,=36.5211,=25.1340,=20.8246
2007-07-03,=3832.2270,,=15325159665157.9004,=3546697789377,=3170176742339.2549,=47.3587,=0.9093,=36.4755,=25.1312,=20.8246
2007-07-02,=3757.6550,,=15046113837726.8926,=3477451402445,=3107396330069.4014,=46.6413,=0.9035,=36.3047,=25.1052,=20.8246
2007-06-29,=3764.0780,,=14604792406699.4004,=3429456848182,=3032362460731.3877,=47.1625,=0.9089,=35.6510,=25.0792,=20.8246
2007-06-28,=3858.5220,,=14857044363089.3984,=3506693164261,=3101742402012.0464,=49.3920,=0.9330,=35.6510,=25.0485,=20.8171
2007-06-27,=4040.4840,,=15443579000472.5996,=3673642383334,=3249375889197.3320,=51.9941,=0.9627,=35.6447,=25.0178,=20.8171
2007-06-26,=3928.2130,,=15030786118177.9961,=3540455168790,=3159175934318.7012,=51.0604,=0.9495,=35.1804,=25.0083,=20.8171
2007-06-25,=3877.5900,,=14922573484276.6055,=3495698501592,=3115931312828.6934,=49.2767,=0.9363,=34.7603,=24.9988,=20.8171
2007-06-22,=4051.4260,,=15401743234847.2969,=3647883816005,=3257129970646.3018,=53.2773,=0.9737,=34.5198,=24.9822,=20.8171
2007-06-21,=4197.2800,,=15812029526021.4004,=3778689025315,=3378969428974.1558,=55.6902,=0.9887,=34.5198,=24.9656,=20.8033
2007-06-20,=4157.5990,,=15548340193002,=3729066181138,=3347195209778.0039,=55.8758,=0.9906,=34.0062,=24.9581,=20.8033
2007-06-19,=4253,,=15874043529977.5977,=3810059266571,=3420387754811.2710,=57.3619,=0.9981,=33.2162,=24.9506,=20.8033
2007-06-18,=4227.5690,,=15878688025736.3965,=3786325660768,=3399090420990.5371,=57.0768,=0.9981,=32.3434,=24.9274,=20.8033
2007-06-15,=4099.3810,,=15425403934474.8965,=3672302420957,=3300606408012.3301,=54.1558,=0.9886,=32.2124,=24.9042,=20.8033
2007-06-14,=4075.8210,,=15380913003855.5000,=3650503626507,=3284729333548.6519,=55.5762,=0.9943,=32.2124,=24.8936,=20.7990
2007-06-13,=4118.2680,,=15621547558409.0996,=3682913148732,=3321018496653.7671,=56.1951,=0.9981,=31.3396,=24.8831,=20.7990
2007-06-12,=4036.1090,,=15273702384595.1035,=3609001246863,=3256572663384.7622,=55.4138,=0.9962,=31.1512,=24.8825,=20.7990
2007-06-11,=3931.8620,,=15026301184632.2012,=3514374399013,=3174301748370.8672,=53.7481,=0.9924,=31.1372,=24.8819,=20.7990
2007-06-08,=3837.8670,,=14719276354560.2988,=3428614366400,=3098386164227.4575,=52.2306,=0.9828,=31.1145,=24.8809,=20.7990
2007-06-07,=3802.3040,,=14655065192561.2031,=3396467560302,=3066345137358.8574,=52.5308,=0.9847,=31.1145,=24.8799,=20.7848
2007-06-06,=3677.5800,,=14291571108041.4004,=3284013879478,=2964030853823.0054,=49.9484,=0.9635,=31.0975,=24.8489,=20.7848
2007-06-05,=3634.6330,,=14253552921770.5000,=3242689279397,=2926137801731.4678,=48.7625,=0.9481,=30.9713,=24.8179,=20.7848
2007-06-04,=3511.4310,,=13816196107685.1016,=3124536428425,=2824993467576.5352,=46.7402,=0.9383,=30.8593,=24.7895,=20.7848
2007-06-01,=3803.9540,,=15064899954066.4004,=3384707575116,=3061553712151.1650,=50.2047,=0.9691,=30.8418,=24.7611,=20.7848
2007-05-31,=3927.9520,,=15371189492064.6055,=3488223215331,=3168105972530.1787,=52.9113,=0.9884,=30.8418,=24.7282,=20.7589
2007-05-30,=3886.4590,,=14944425787254.9004,=3448665770817,=3134800056091.9590,=53.5846,=0.9922,=30.8318,=24.6953,=20.7589
2007-05-29,=4168.2890,,=15933170473997.0996,=3693130010639,=3365238557685.6875,=57.9302,=1,=30.7852,=24.6924,=20.7589
2007-05-28,=4072.5780,,=15028021215962.8066,=3587791272222,=3268893631888.1709,=55.8931,=1,=30.7651,=24.6895,=20.7589
2007-05-25,=3985.2520,,=14668229379879.8984,=3508474301912,=3197840207017.6177,=54.5214,=1,=30.7473,=24.6853,=20.7589
2007-05-24,=3919.7480,,=14612853586897.9043,=3436566535225,=3144425548703.4956,=53.0737,=0.9980,=30.7473,=24.6811,=20.7488
2007-05-23,=3938.9450,,=14675824597318.3047,=3431956047040,=3160561506098.6201,=53.9114,=1,=30.7011,=24.6767,=20.7488
2007-05-22,=3870.4890,,=14468504609969.4043,=3371030289801,=3105071831306.3120,=52.8578,=1,=30.6371,=24.6724,=20.7488
2007-05-21,=3831.4430,,=14369299443406.4023,=3335025830450,=3072847891983.8774,=51.4379,=0.9941,=30.5335,=24.6623,=20.7488
2007-05-18,=3776.6290,,=14268117661937.0977,=3286122966848,=3028181190940.2388,=51.2312,=0.9941,=30.4712,=24.6522,=20.7488
2007-05-17,=3778.6050,,=13925229149460.0977,=3276559563018,=3020188708905.7866,=51.1581,=0.9921,=30.4712,=24.6487,=20.7446
2007-05-16,=3700.2870,,=13745718803490.3027,=3202511247469,=2957608159492.0225,=49.9969,=0.9881,=30.4012,=24.6453,=20.7446
2007-05-15,=3604.6360,,=13471031589053.6016,=3112957159438,=2878140635920.1323,=48.6407,=0.9723,=30.3415,=24.6273,=20.7446
2007-05-14,=3734.4200,,=13987373500616.5020,=3226191910691,=2980983459074.6099,=49.6701,=0.9881,=30.3319,=24.6094,=20.7446
2007-05-11,=3702.6120,,=13881327470152.6016,=3140448612029,=2954254422704.8623,=48.9186,=0.9761,=30.2118,=24.5859,=20.7446
2007-05-10,=3724.5100,,=14011491847820.9004,=3155518256859,=2969656096435.3379,=49.6122,=0.9880,=30.2118,=24.5623,=20.7308
2007-05-09,=3701.2770,,=13897929624093.5996,=3138114618079,=2953431589045.7412,=50.0039,=0.9900,=30.2085,=24.5298,=20.7308
2007-05-08,=3686.0300,,=13643336956207.7051,=3122997372419,=2937221141971.1978,=50.5383,=0.9920,=30.0010,=24.4973,=20.7308
2007-04-30,=3558.7090,,=13299347644519.0957,=3005850066343,=2835549860118.7729,=48.9302,=0.9840,=29.9629,=24.4583,=20.7308
2007-04-27,=3470.5230,,=12912146196141.3066,=2929604096616,=2735070263494.4883,=47.7042,=0.9819,=29.9600,=24.4194,=20.7308
2007-04-26,=3493.5810,,=13005917961533.4082,=2947686277623,=2662061855374.3716,=51.7922,=0.9960,=29.9600,=24.3952,=20.7242
2007-04-25,=3448.2810,,=12866859488246.5996,=2905563288345,=2626212599894.2100,=51.8060,=0.9980,=29.8949,=24.3710,=20.7242
2007-04-24,=3445.1960,,=12759603842662.9980,=2901007583732,=2620270997301.0161,=51.9457,=1,=29.8044,=24.3600,=20.7242
2007-04-23,=3431.3180,,=12772827191509.8984,=2886825145648,=2611619485802.7212,=51.2199,=1,=29.7939,=24.3490,=20.7242
2007-04-20,=3289.2820,,=12363435313956.5996,=2768335923440,=2503007413357.2173,=49.0806,=0.9959,=29.5939,=24.3349,=20.7242
2007-04-19,=3150.3030,,=11920433192960.5977,=2643019910024,=2395872032031.0420,=46.3252,=0.9878,=29.5939,=24.3209,=20.7230
2007-04-18,=3304.5010,,=12477014272728.9941,=2746860397851,=2509270885174.3408,=48.9335,=0.9959,=29.5049,=24.3183,=20.7230
2007-04-17,=3283.6040,,=12532436150793.3008,=2723129229071,=2500358670385.3457,=49.1742,=1,=29.4952,=24.3158,=20.7230
2007-04-16,=3255.9980,,=12533245989394.5977,=2699707874188,=2477904535166.3828,=49.1041,=1,=29.4898,=24.2579,=20.7230
2007-04-13,=3169.2330,,=12283316875497,=2621032336511,=2411443450049.0254,=46.9526,=0.9959,=29.3412,=24.2000,=20.7230
2007-04-12,=3176.4370,,=12307501567502.9980,=2626835718757,=2415316337470.7524,=47.9857,=1,=29.3412,=24.1662,=20.7212
2007-04-11,=3121.3190,,=12206217279644.4961,=2579998830434,=2402219270029.6938,=47.3878,=1,=29.2804,=24.1324,=20.7212
2007-04-10,=3081.5680,,=12018377074043.1992,=2544363999638,=2366020466266.1387,=46.0146,=1,=29.2384,=24.0862,=20.7212
2007-04-09,=3038.1720,,=11815947780908.8984,=2493684462361,=2312619959841.8325,=45.8793,=1,=29.2182,=24.0401,=20.7212
2007-04-06,=2972.0080,,=11563114153508.5020,=2442831238348,=2265743912314.7676,=45.6991,=1,=29.1963,=24.0258,=20.7212
2007-04-05,=2945.0450,,=11559098582762.5000,=2418918400429,=2245140435870.1709,=44.8869,=1,=29.1963,=24.0115,=20.7125
2007-04-04,=2911.8210,,=11479963722018.8027,=2390700551116,=2220320420750.6270,=44.2923,=1,=29.1932,=23.7970,=20.7125
2007-04-03,=2888.1150,,=11501530899660.4004,=2365520521714,=2201800593134.1660,=44.0414,=1,=29.1585,=23.5824,=20.7125
2007-04-02,=2850.1070,,=11371949446769.1016,=2332295862556,=2171474398534.7151,=42.9031,=0.9854,=29.1579,=23.4865,=20.7125
2007-03-30,=2781.7840,,=11137181446782.6992,=2270613307166,=2090855949873.6970,=43.3020,=0.9937,=29.1480,=23.3906,=20.7125
2007-03-29,=2783.3050,,=11216505067656.3984,=2265796058833,=2089023662471.6067,=42.6389,=0.9874,=29.1480,=23.3339,=20.7007
2007-03-28,=2797.6490,,=11022004217816.3008,=2271008572159,=2098231690023.3816,=43.4260,=0.9958,=28.9991,=23.2772,=20.7007
2007-03-27,=2784.0230,,=10888094988362.1973,=2261401429942,=2089535584203.0681,=43.7919,=1,=28.9895,=23.2246,=20.7007
2007-03-26,=2764.0340,,=10878034969182,=2247298530991,=2076520370187.6436,=43.5443,=1,=28.9765,=23.1721,=20.7007
2007-03-23,=2716.2660,,=10737829307662.2012,=2207824587629,=2036833250391.9429,=42.4827,=0.9915,=28.9697,=22.8947,=20.7007
2007-03-22,=2711.3220,,=10750382311101.9980,=2203727223514,=2028522171367.6121,=43.1542,=0.9979,=28.9697,=22.6172,=20.6950
2007-03-21,=2702.5970,,=10704438690618.6992,=2196173464445,=2020894959127.0305,=43.1935,=1,=28.9134,=22.6095,=20.6950
2007-03-20,=2672.7710,,=10635144137701.0020,=2172361750379,=1998682957768.7251,=42.4122,=0.9936,=28.8556,=22.6018,=20.6950
2007-03-19,=2659.4130,,=10608504341972.0996,=2161249501700,=1985689240753.2537,=42.3532,=0.9936,=28.8247,=22.5749,=20.6950
2007-03-16,=2604.2260,,=10282945176036.5996,=2115588075908,=1922041635397.9819,=42.0926,=0.9915,=28.8119,=22.5480,=20.6950
2007-03-15,=2645.5460,,=10332807186644.9980,=2149077302946,=1966596889050.8015,=42.5116,=0.9979,=28.8119,=22.5229,=20.6827
2007-03-14,=2597.3570,,=9859191977998.9004,=2084658145875,=1906533428596.0559,=41.3274,=0.9893,=28.6893,=22.4978,=20.6827
2007-03-13,=2640.1690,,=10072205004934,=2118988139414,=1935626164819.0923,=42.0544,=0.9935,=28.6716,=22.4743,=20.6827
2007-03-12,=2616.1720,,=10057813188081.2012,=2100214528160,=1917773763654.9893,=41.5281,=0.9935,=28.6596,=22.4508,=20.6827
2007-03-09,=2611.3930,,=10028927795742.2012,=2095300467162,=1915575454424.2344,=40.8742,=0.9914,=28.6511,=22.4432,=20.6827
2007-03-08,=2627.6300,,=9989410257801.6973,=2105357034578,=1927612489283.2588,=41.0033,=0.9935,=28.6511,=22.4355,=20.6706
2007-03-07,=2589.4360,,=9893943883012.8008,=2073497359498,=1897348675882.6736,=40.5535,=0.9870,=28.5668,=22.4250,=20.6706
2007-03-06,=2520.2930,,=9705705679109.8027,=2014077301776,=1845482606842.7190,=39.5750,=0.9717,=28.5542,=22.4144,=20.6706
2007-03-05,=2475.6060,,=9483340628003.8984,=1976451293814,=1811898010711.2351,=39.2963,=0.9695,=28.5377,=22.3920,=20.6706
2007-03-02,=2508.7290,,=9672467688612.6992,=2004379508872,=1837255140621.5439,=39.4288,=0.9716,=28.5298,=22.3696,=20.6706
2007-03-01,=2473.5440,,=9569516263393.7012,=1973598789639,=1812229502006.4551,=39.0586,=0.9672,=28.5298,=22.3208,=20.6610
2007-02-28,=2544.5710,,=9872550799396.9023,=2030950052573,=1865577491050.9556,=40.2702,=0.9846,=28.5173,=22.2721,=20.6610
2007-02-27,=2457.4920,,=9502992352390.1035,=1958619585693,=1799353555959.3765,=39.0929,=0.9714,=28.5038,=22.2621,=20.6610
2007-02-26,=2707.6760,,=10427710775002.5000,=2157565146599,=1981666447046.2209,=43.1470,=1,=28.4675,=22.2522,=20.6610
2007-02-16,=2676.7350,,=10200528601613.6992,=2122001427515,=1948857802697.2656,=42.4426,=1,=28.4560,=22.2437,=20.6610
2007-02-15,=2668.6330,,=10190994145675.9043,=2114127127347,=1944084739118.2759,=42.2575,=1,=28.4560,=22.2352,=20.6535
2007-02-14,=2588.3490,,=9873577432991.0957,=2050644659204,=1885550592593.6550,=40.7400,=0.9978,=28.4317,=22.1652,=20.6535
2007-02-13,=2522.6300,,=9607916911106.4980,=1995894123949,=1835872054930.9084,=40.2265,=0.9933,=28.4036,=22.0951,=20.6535
2007-02-12,=2485.3920,,=9534074651775.6016,=1965618578111,=1807636684196.4470,=39.8383,=0.9889,=28.3796,=22.0937,=20.6535
2007-02-09,=2397.2450,,=9255055664699.1016,=1895093289099,=1743188488084.1245,=38.7516,=0.9821,=28.3748,=22.0922,=20.6535
2007-02-08,=2410.6010,,=9299956771960.8008,=1905473807896,=1752389937925.6191,=38.8722,=0.9843,=28.3748,=22.0900,=20.6432
2007-02-07,=2369.7870,,=9247065891861.3008,=1873453642143,=1722436049545.3567,=38.2075,=0.9843,=28.3738,=22.0878,=20.6432
2007-02-06,=2316.0400,,=9108982651876.4004,=1830204638046,=1682574208980.0542,=37.1011,=0.9775,=28.3376,=22.0787,=20.6432
2007-02-05,=2271.7970,,=8899083840372.1992,=1795464741882,=1651620845385.3181,=36.4755,=0.9730,=28.3304,=22.0696,=20.6432
2007-02-02,=2298.0030,,=9150726561142.5020,=1815733245431,=1668974469331.2241,=36.5211,=0.9752,=28.3147,=22.0592,=20.6432
2007-02-01,=2395.1720,,=9581471756226.2031,=1892399285776,=1738938740530.2939,=38.0343,=0.9819,=28.3147,=22.0488,=20.6376
2007-01-31,=2385.3350,,=9594579487656.4980,=1879517389725,=1730659835497.4443,=37.3260,=0.9819,=28.2642,=22.0438,=20.6376
2007-01-30,=2551.8840,,=10106790692246.6055,=2010183693968,=1851277880955.5637,=40.1427,=0.9909,=28.2209,=22.0388,=20.6376
2007-01-29,=2576.9170,,=10159314241753.0977,=2029642823479,=1868147072993.4771,=40.7534,=1,=28.2135,=22.0278,=20.6376
2007-01-26,=2512.9220,,=9966699005683,=1966558857097,=1822317557373.8816,=39.6614,=0.9932,=28.1875,=22.0168,=20.6376
2007-01-25,=2452.8310,,=9859409150482.1992,=1918656800080,=1779277266962.8364,=39.1159,=0.9931,=28.1875,=22.0130,=20.6172
2007-01-24,=2536.4280,,=10304935109375.0996,=1986048533751,=1842057075826.6943,=40.5156,=0.9977,=28.1771,=22.0091,=20.6172
2007-01-23,=2508.1300,,=10250670304556.1992,=1959938568871,=1823883315022.1843,=40.5980,=1,=28.1725,=22.0091,=20.6172
2007-01-22,=2491.3130,,=8866635888240.9980,=1917945981204,=1786229006786.1211,=40.2034,=1,=28.0954,=22.0091,=20.6172
2007-01-19,=2396.0930,,=8562947266322.2021,=1844611254648,=1717294104007.4409,=38.1782,=1,=28.0436,=22.0032,=20.6172
2007-01-18,=2317.0950,,=8345454155490.7979,=1781270216788,=1661285136393.8999,=37.0949,=1,=28.0436,=21.9972,=20.6061
2007-01-17,=2308.9310,,=8441807464150.9980,=1773352717862,=1653412470617.8958,=35.6447,=0.9954,=27.9703,=21.9790,=20.6061
2007-01-16,=2353.8740,,=8586593924045.8047,=1808537475270,=1686398780968.0300,=36.3047,=1,=27.9555,=21.9607,=20.6061
2007-01-15,=2287.3420,,=8507894756956.5000,=1756180684638,=1637537262837.5732,=35.6510,=1,=27.8826,=21.9527,=20.6061
2007-01-12,=2173.7470,,=8114644170854.3984,=1669007504970,=1555837585388.6899,=34.0062,=0.9930,=27.8826,=21.9447,=20.6061
2007-01-11,=2231.6290,,=8401053663569.7002,=1710801273404,=1595158053964.1057,=34.7603,=0.9977,=27.8826,=21.9283,=20.6060
2007-01-10,=2255.9660,,=8601911156852.2021,=1729814150268,=1611851064530.0854,=35.1804,=1,=27.8485,=21.9118,=20.6060
2007-01-09,=2200.0860,,=8555896100479.9980,=1685334068800,=1570660931753.9114,=34.5198,=1,=27.8464,=21.8831,=20.6060
2007-01-08,=2131.5560,,=8225724009743.3018,=1632323904893,=1522037222350.1931,=33.2162,=1,=27.8247,=21.8543,=20.6060
2007-01-05,=2072.8830,,=8061069904576.0996,=1587731570118,=1480962809705.9165,=31.0975,=0.9858,=27.8165,=21.8410,=20.6060
2007-01-04,=2067.0920,,=8365408134418.8984,=1579930079939,=1476967498696.2273,=30.8318,=0.9787,=27.8165,=21.8278,=20.6053
2006-12-29,=2041.0470,,=8078483994952.9014,=1520347386711,=1419875895498.1816,=30.9713,=0.9857,=27.8042,=21.8178,=20.6053
2006-12-28,=1979.9330,,=7716315941532.6016,=1472220903988,=1379274060019.6392,=30.7473,=0.9762,=27.8029,=21.8079,=20.6053
2006-12-27,=1982.8770,,=7566612863916.1016,=1473423155538,=1380716483543.2144,=30.8418,=0.9833,=27.8008,=21.8070,=20.6053
2006-12-26,=1938.2380,,=7384224845499.0986,=1439431179130,=1350808489757.2090,=30.3415,=0.9665,=27.7481,=21.8061,=20.6053
2006-12-25,=1939.1040,,=7213606317542.8018,=1439223278167,=1351666270276.4055,=30.8593,=0.9856,=27.7481,=21.7591,=20.5960
2006-12-22,=1895.6440,,=6892457789937.2002,=1406212207941,=1320995339963.2986,=30.7852,=0.9856,=27.7185,=21.7120,=20.5960
2006-12-21,=1908.9850,,=6896389656761.2002,=1414804544599,=1329871511409.1016,=30.7651,=0.9855,=27.7136,=21.7073,=20.5960
2006-12-20,=1936.5470,,=6987377967396.4990,=1434020823367,=1348537697392.3535,=31.1372,=0.9903,=27.7087,=21.7026,=20.5960
2006-12-19,=1921.4440,,=6990928506944.2012,=1421406519743,=1337445290738.7664,=30.2085,=0.9709,=27.6426,=21.7026,=20.5960
2006-12-18,=1916.1080,,=6889911928259.4004,=1417062881194,=1334118232384.5396,=30.4712,=0.9806,=27.6426,=21.7026,=20.5822
2006-12-15,=1867.6360,,=6698939529004.9004,=1381385900258,=1300484346580.0854,=29.9629,=0.9708,=27.6374,=21.7026,=20.5822
2006-12-14,=1836.1430,,=6624079539525.7998,=1358094909199,=1277931041083.3547,=29.3412,=0.9512,=27.5546,=21.7026,=20.5822
2006-12-13,=1803.8560,,=6552511459645.4990,=1334462418553,=1255574407511.9202,=28.4560,=0.8851,=27.4998,=21.6995,=20.5822
2006-12-12,=1802.7880,,=6537684996061.8984,=1333018427697,=1254471815966.5122,=28.3147,=0.8676,=27.1441,=21.6965,=20.5822
2006-12-11,=1789.9240,,=6406487566273.8018,=1323254327411,=1245886013880.4763,=28.1725,=0.8550,=27.1441,=21.6832,=20.5743
2006-12-08,=1711.5840,,=6142956004021.2998,=1266024238761,=1192175988277.9517,=27.6374,=0.8103,=27.0221,=21.6700,=20.5743
2006-12-07,=1775.7140,,=6299799592671.4023,=1311879567309,=1235884264835.8000,=28.5542,=0.8988,=26.9558,=21.6647,=20.5743
2006-12-06,=1779.4110,,=6282337628740.8994,=1314414745126,=1239123427510.6978,=28.8247,=0.9158,=26.8669,=21.6595,=20.5743
2006-12-05,=1794.2310,,=6350021269716.5000,=1322537710095,=1251879776029.0117,=29.5939,=0.9603,=26.8004,=21.6576,=20.5743
2006-12-04,=1780.7360,,=6317298064717.1992,=1313409785582,=1243912388877.9375,=28.9697,=0.9254,=26.8004,=21.6558,=20.5603
2006-12-01,=1729.2240,,=6143651377819.2012,=1276608953617,=1209747908597.9443,=28.3738,=0.8828,=26.7075,=21.6494,=20.5603
2006-11-30,=1714.3580,,=6148802954594.2041,=1265921453019,=1198567316969.0732,=28.2135,=0.8725,=26.6915,=21.6430,=20.5603
2006-11-29,=1667.1420,,=6002592214857.3008,=1229532043996,=1167126430559.1147,=27.5546,=0.8221,=26.6629,=21.6355,=20.5603
2006-11-28,=1644.0140,,=5950643713698.5986,=1212451834407,=1150636682684.0588,=26.6361,=0.7965,=26.6411,=21.6281,=20.5603
2006-11-27,=1651.8010,,=5982520235872.5010,=1217715608382,=1155642961604.8098,=26.5765,=0.7960,=26.6629,=21.6237,=20.5472
2006-11-24,=1636.5800,,=6014691657874.1016,=1206659770401,=1144398061844.2649,=25.9611,=0.7475,=26.6629,=21.6193,=20.5472
2006-11-23,=1634.9140,,=6069136249147.7998,=1204571138165,=1142943303942.8765,=25.8853,=0.7367,=26.6629,=21.6143,=20.5472
2006-11-22,=1624.0280,,=6006636220451.0996,=1196327668344,=1135431494656.6406,=25.9658,=0.7487,=26.6629,=21.6093,=20.5472
2006-11-21,=1612.2490,,=6009260928938.6992,=1186504268715,=1127087674247.3398,=25.6172,=0.7328,=26.6629,=21.6083,=20.5472
2006-11-20,=1593.1580,,=5952238877170.3994,=1172960719409,=1114279647969.9165,=25.7064,=0.7347,=26.6915,=21.6073,=20.5252
2006-11-17,=1562.0840,,=5796500808283.5020,=1149277003896,=1092940960852.2924,=25.2059,=0.7084,=26.6915,=21.5942,=20.5252
2006-11-16,=1533.2880,,=5704185843711.5996,=1127900475874,=1074167979075.1660,=24.9042,=0.6769,=26.6915,=21.5811,=20.5252
2006-11-15,=1534.7620,,=5606372873875.1016,=1129091706116,=1075393886702.2096,=25.1428,=0.6992,=26.6915,=21.5759,=20.5252
2006-11-14,=1493.7760,,=5495122378235.7988,=1099363084135,=1047094371622.8534,=24.3490,=0.6366,=26.6915,=21.5707,=20.5252
2006-11-13,=1475.7790,,=5426627264961.3018,=1086901430374,=1035382146301.3108,=24.1324,=0.6279,=26.7075,=21.5680,=20.5092
2006-11-10,=1504.0620,,=5460036747496.9990,=1106327873880,=1054952102583.2416,=24.6895,=0.6606,=26.7075,=21.5653,=20.5092
2006-11-09,=1524.7140,,=4352239237152.8999,=1098101580230,=1046601499925.6926,=25.1736,=0.7013,=26.7075,=21.5538,=20.5092
2006-11-08,=1498.1730,,=4278939316835.7012,=1078801497378,=1029224864461.6000,=25.0178,=0.6875,=26.7075,=21.5423,=20.5092
2006-11-07,=1516.1040,,=4340127096182.9990,=1091107670624,=1040876376476.5300,=25.2971,=0.7128,=26.7075,=21.5381,=20.5092
2006-11-06,=1507.8910,,=4322847212404.8008,=1084953971292,=1035191919962.3600,=25.2588,=0.7120,=26.8004,=21.5339,=20.5012
2006-11-03,=1488.2910,,=4253283932779.1011,=1071205760446,=1022999126999.7362,=25.4799,=0.7244,=26.8004,=21.5294,=20.5012
2006-11-02,=1479.6560,,=4226843907124.3989,=1064092742562,=1016127974635.8596,=25.4328,=0.7211,=26.8004,=21.5248,=20.5012
2006-11-01,=1479.4090,,=4239182485279.6992,=1064662104464,=1017769555812.5610,=25.2497,=0.7150,=26.8004,=21.5246,=20.5012
2006-10-31,=1464.4730,,=4194253952410.7012,=1052289695780,=1009018135609.2408,=25.1936,=0.7116,=26.8004,=21.5243,=20.5012
2006-10-30,=1446.2390,,=4119367540195.7012,=1039337662778,=966169014077.0796,=25.4077,=0.7188,=26.8669,=21.5221,=20.4850
2006-10-27,=1439.0500,,=4115275437317.1992,=1034554502452,=958995747359.2848,=26.9558,=0.8032,=26.8669,=21.5200,=20.4850
2006-10-26,=1456.0950,,=4154849773854.2012,=1046399027938,=963976428218.2048,=27.8029,=0.8293,=26.8004,=21.5178,=20.4850
2006-10-25,=1446.8250,,=4139167667428.5991,=1028094235003,=957286542117.3853,=27.9703,=0.8529,=26.7075,=21.5156,=20.4850
2006-10-24,=1440.0540,,=4126316508442.3008,=1023562515574,=953734255224.6689,=28.3748,=0.8767,=26.6915,=21.5040,=20.4850
2006-10-23,=1408.7150,,=4025355373555.0010,=1000835499733,=930711517011.3790,=27.8247,=0.8414,=26.6915,=21.4924,=20.4841
2006-10-20,=1440.1820,,=4081724844084.7979,=1023178174981,=950463347519.1980,=28.6511,=0.9030,=26.6629,=21.4786,=20.4841
2006-10-19,=1439.3770,,=4076275496766.9990,=1022502580435,=948989834710.0826,=28.1875,=0.8676,=26.6411,=21.4648,=20.4841
2006-10-18,=1437.5930,,=4070744572878.3989,=1021030286530,=947866336829.1685,=28.4675,=0.8889,=26.5272,=21.4622,=20.4841
2006-10-17,=1414.4480,,=4018426752343.6982,=1004471876134,=932262597317.2040,=27.7136,=0.8342,=26.5253,=21.4597,=20.4841
2006-10-16,=1418.5170,,=4036228832937.9009,=1007399491755,=935118923923.5861,=27.7185,=0.8365,=26.5253,=21.4519,=20.4649
2006-10-13,=1430.8820,,=4072024929524.3989,=1016262180005,=943575871306.4708,=27.8485,=0.8525,=26.4735,=21.4441,=20.4649
2006-10-12,=1426.5000,,=4057540825981.3979,=1012813471809,=939781576128.0341,=27.4998,=0.8329,=26.4274,=21.4424,=20.4649
2006-10-11,=1435.9060,,=4074801234086.4990,=1019966500300,=946023185275.7679,=27.8464,=0.8516,=26.4095,=21.4408,=20.4649
2006-10-10,=1437.2450,,=4064772800112.7012,=1020834157850,=947426018244.4808,=27.7087,=0.8402,=26.3619,=21.4365,=20.4649
2006-10-09,=1436.0740,,=4200623227702.4023,=1020042400414,=950573695325.4796,=28.1771,=0.8674,=26.3619,=21.4322,=20.4433
2006-09-29,=1403.2650,,=4108134842191.5020,=993557633249,=926466767119.3252,=27.1441,=0.8393,=26.3269,=21.4266,=20.4433
2006-09-28,=1387.0020,,=4076542809603.8008,=982027904205,=916189662969.6880,=26.8669,=0.8361,=26.3162,=21.4210,=20.4433
2006-09-27,=1371.1170,,=4051728293922.2998,=970546797933,=905859980579.8763,=26.8004,=0.8357,=26.2742,=21.4202,=20.4433
2006-09-26,=1357.6460,,=4023222085605.2012,=960715316985,=896919739700.1936,=26.6629,=0.8296,=26.2721,=21.4194,=20.4433
2006-09-25,=1372.3990,,=4049873631878.6992,=971215358802,=906516328808.6748,=26.6915,=0.8319,=26.2721,=21.4165,=20.4264
2006-09-22,=1374.8520,,=4062819184999.7002,=972981849653,=908042354084.0604,=26.5253,=0.8258,=26.1486,=21.4136,=20.4264
2006-09-21,=1387.3700,,=4081199056382.6001,=981881877899,=916369474315.6740,=26.5272,=0.8282,=26.1436,=21.4121,=20.4264
2006-09-20,=1378.4590,,=4060959718298.9990,=975956457801,=910421270141.8029,=26.6411,=0.8305,=26.1035,=21.4106,=20.4264
2006-09-19,=1378.3090,,=4074772722109.6992,=975147777446,=909968578317.3732,=26.4735,=0.8300,=26.0750,=21.4100,=20.4264
2006-09-18,=1375.5630,,=4073505908117.1001,=973156587708,=907997705377.5063,=26.7075,=0.8324,=26.0750,=21.4094,=20.4118
