日期,收盘点位,全收益收盘点位(元),市值(元),流通市值(元),自由流通市值(元),PE-TTM中位数,PE-TTM 分位点,PE-TTM 80%分位点值,PE-TTM 50%分位点值,PE-TTM 20%分位点值
2006-09-15,=1362.3220,,=4055097225929.1011,=963839487021,=899708959256.6897,=26.4095,=0.8291,=26.0580,=21.4074,=20.4118
2006-09-14,=1338.2780,,=3973276982621.0991,=946508971779,=884220284974.9807,=25.9106,=0.7829,=26.0419,=21.4053,=20.4118
2006-09-13,=1338.3860,,=3975037562797.0986,=946685700065,=883853571272.3406,=25.9301,=0.7908,=26.0419,=21.3985,=20.4118
2006-09-12,=1347.6390,,=3986721555650.2998,=953219266667,=889742723786.3561,=26.3269,=0.8247,=26.0419,=21.3916,=20.4118
2006-09-11,=1338.7550,,=3927660438204,=946806795339,=884096307893.8179,=26.3162,=0.8242,=26.0419,=21.3886,=20.3703
2006-09-08,=1332.1530,,=3910846415568.0010,=941199011354,=879612999268.1824,=25.9118,=0.7919,=26.0246,=21.3857,=20.3703
2006-09-07,=1328.3770,,=3894680404266.6011,=938340824459,=877198370229.5013,=25.9285,=0.7942,=26.0246,=21.3791,=20.3703
2006-09-06,=1346.3670,,=3916376722096.7012,=951083677941,=889106222566.7300,=26.2721,=0.8198,=26.0246,=21.3725,=20.3703
2006-09-05,=1340.6820,,=3896271176876.5010,=947106788369,=885112302780.6041,=26.1035,=0.8134,=25.9916,=21.3698,=20.3703
2006-09-04,=1337.2430,,=3885585166795.9990,=944688135816,=883304102758.6564,=26.2742,=0.8216,=25.9916,=21.3672,=20.3506
2006-09-01,=1318.0990,,=3846605659871.0010,=930940914123,=870147726723.9783,=26.0419,=0.8094,=25.8351,=21.3560,=20.3506
2006-08-31,=1338.6940,,=3891133561464.2021,=945761859488,=884004346990.4091,=26.1436,=0.8176,=25.5030,=21.3449,=20.3506
2006-08-30,=1334.6710,,=3890429231117.0986,=945944681622,=879484122540.0005,=26.0750,=0.8171,=25.4382,=21.3361,=20.3506
2006-08-29,=1330.1550,,=3885605570915.4990,=942637733477,=885838072130.6758,=25.9916,=0.8107,=25.3254,=21.3274,=20.3506
2006-08-28,=1325.8940,,=3881812577165.2002,=939781208052,=881681419389.8997,=25.8351,=0.8101,=25.3254,=21.3228,=20.3439
2006-08-25,=1295.4370,,=3820219433269.6011,=918028967199,=861985124204.0588,=25.5030,=0.8095,=25.2427,=21.3181,=20.3439
2006-08-24,=1292.4010,,=3821261739940.4980,=915459073087,=852917987240.0861,=24.8831,=0.7761,=25.1567,=21.3138,=20.3439
2006-08-23,=1285.6800,,=3803818526897.3008,=910530255549,=848869162613.4399,=24.6094,=0.7485,=25.1567,=21.3094,=20.3439
2006-08-22,=1285.2680,,=3802229804182,=910140257346,=846845505633.1832,=24.6453,=0.7508,=25.1567,=21.3069,=20.3439
2006-08-21,=1270.5620,,=3775171123950.1992,=899548346671,=833933924942.4987,=24.8799,=0.7711,=25.2427,=21.3044,=20.3361
2006-08-18,=1267.8660,,=3772739260518.9014,=897266852152,=829594281919.9393,=24.7611,=0.7674,=25.2427,=21.3041,=20.3361
2006-08-17,=1271.6270,,=3785754935643.8999,=899859100546,=831274607582.8823,=24.9656,=0.7788,=25.2427,=21.3038,=20.3361
2006-08-16,=1283.5670,,=3819124426605.2998,=906381195530,=838871615800.0372,=25.3254,=0.8024,=25.2427,=21.2992,=20.3361
2006-08-15,=1265.8630,,=3770252295363.6011,=893830204753,=824963019878.9294,=24.8179,=0.7744,=25.1567,=21.2946,=20.3361
2006-08-14,=1245.7210,,=3641813646690.2998,=855544014549,=804710632124.3838,=24.4973,=0.7584,=25.2427,=21.2881,=20.3309
2006-08-11,=1275.6540,,=3718280943744.3989,=876006310568,=821663386632.8043,=25.2427,=0.8006,=25.2427,=21.2817,=20.3309
2006-08-10,=1271.4730,,=3722561601034.5010,=871428639438,=819605536813.5531,=25.1312,=0.7908,=25.1567,=21.2754,=20.3309
2006-08-09,=1251.2980,,=3659527806646.6992,=857337340876,=805941778507.1542,=24.6953,=0.7778,=25.1567,=21.2691,=20.3309
2006-08-08,=1252.3860,,=3666587024601.3008,=857496684448,=806046230856.5911,=24.6811,=0.7771,=25.1567,=21.2612,=20.3309
2006-08-07,=1224.1020,,=3590876606600.3989,=837975014238,=785580972632.3239,=24.3158,=0.7578,=25.4382,=21.2532,=20.3275
2006-08-04,=1241.9080,,=3642175096947.9980,=847900947422,=796566070498.4802,=25.0792,=0.7882,=25.4382,=21.2512,=20.3275
2006-08-03,=1271.7440,,=3705466949787.0981,=868325829325,=815327620929.6641,=26.0246,=0.8031,=25.4382,=21.2491,=20.3275
2006-08-02,=1275.0880,,=3707872824988.5981,=870264873394,=817810531280.5520,=26.3619,=0.8119,=25.1567,=21.2436,=20.3275
2006-08-01,=1282.0570,,=3707665053703.2002,=875029022233,=821723739458.1908,=26.1486,=0.8113,=25.1369,=21.2382,=20.3275
2006-07-31,=1294.3280,,=3747865816344.9009,=883143120688,=828423195166.1451,=26.4274,=0.8139,=25.1369,=21.2360,=20.3262
2006-07-28,=1341.3930,,=3863848868162.3018,=915505060525,=857932186574.2317,=27.8165,=0.8323,=25.1369,=21.2338,=20.3262
2006-07-27,=1355.5450,,=3900244765333.6001,=925415264856,=867460112722.8478,=28.0954,=0.8476,=24.9988,=21.2304,=20.3262
2006-07-26,=1371.2950,,=3928790910641.2988,=936381627696,=878014799928.3523,=28.4317,=0.8694,=24.9506,=21.2270,=20.3262
2006-07-25,=1374.1700,,=3937217348274.6992,=938282992701,=880251688412.0110,=28.9991,=0.9137,=24.8819,=21.2242,=20.3262
2006-07-24,=1358.1220,,=3892884698377.7998,=926698117739,=869134622305.6855,=28.8119,=0.9006,=24.8819,=21.2215,=20.3254
2006-07-21,=1356.0330,,=3896097499781.8989,=925389598139,=867844232777.4683,=28.5298,=0.8842,=24.6724,=21.2196,=20.3254
2006-07-20,=1345.1940,,=3873344396599.4990,=917833843192,=860568128902.9109,=28.3304,=0.8677,=24.6522,=21.2178,=20.3254
2006-07-19,=1336.6440,,=3855338825651.2998,=912289260773,=853953110653.8478,=28.0436,=0.8608,=24.5623,=21.2161,=20.3254
2006-07-18,=1373.4160,,=3046277728537.7012,=926212059388,=865847346308.6748,=28.6596,=0.8929,=24.4194,=21.2145,=20.3254
2006-07-17,=1372.2540,,=3044290338938.7998,=925567389224,=865578553202.5094,=28.6893,=0.8990,=24.4194,=21.2074,=20.3053
2006-07-14,=1357.1290,,=3008831951409.8989,=915243019763,=856391408915.2460,=28.2642,=0.8725,=24.3710,=21.2003,=20.3053
2006-07-13,=1346.0880,,=2994351415384.8989,=907780715801,=851112163980.3933,=28.4036,=0.8820,=24.3209,=21.1938,=20.3053
2006-07-12,=1419.1990,,=3148328162640.3013,=957668070620,=897894611071.2946,=30.2118,=0.9671,=24.2000,=21.1872,=20.3053
2006-07-11,=1418.5750,,=3152658441768.4009,=957204062609,=896542753712.0657,=29.7939,=0.9538,=24.0401,=21.1866,=20.3053
2006-07-10,=1412.1240,,=3141432008211.6011,=952810616259,=892402935280.4097,=29.2182,=0.9371,=24.0401,=21.1859,=20.3014
2006-07-07,=1410.4290,,=3136009121290.8013,=951373373796,=891073668987.2104,=29.1932,=0.9336,=24.0115,=21.1837,=20.3014
2006-07-06,=1418.6750,,=3148260825115.8003,=956503041154,=895686863353.2681,=29.5049,=0.9533,=23.5824,=21.1816,=20.3014
2006-07-05,=1393.0090,,=3096281025835.8999,=939389457557,=880491808043.0118,=29.1579,=0.9331,=23.3906,=21.1795,=20.3014
2006-07-04,=1411.0130,,=3145213931313.5000,=951213483950,=892180308293.0378,=29.1963,=0.9396,=23.2772,=21.1773,=20.3014
2006-07-03,=1420.3280,,=3170322923652.0986,=951712624527,=898326872498.0035,=28.9765,=0.9293,=23.2772,=21.1756,=20.3007
2006-06-30,=1393.9630,,=3052491102366.0991,=919808388978,=862084377756.6830,=29.8949,=0.9595,=23.1721,=21.1739,=20.3007
2006-06-29,=1395.1240,,=3048249054555.0996,=920151851838,=861430966594.6177,=30.4012,=0.9729,=22.6172,=21.1616,=20.3007
2006-06-28,=1362.8850,,=2984954189442.4995,=899286904402,=842864708887.1479,=29.8044,=0.9626,=22.6018,=21.1493,=20.3007
2006-06-27,=1363.8960,,=2989534779363.8989,=900359856206,=844734961892.3035,=29.9600,=0.9659,=22.5480,=21.1472,=20.3007
2006-06-26,=1363.4130,,=2974089793504.5000,=899946243055,=844448185415.1854,=29.4952,=0.9658,=22.5480,=21.1452,=20.2891
2006-06-23,=1339.4460,,=2917790480485.9009,=884020351901,=829900689833.5594,=28.6716,=0.9381,=22.4978,=21.1331,=20.2891
2006-06-22,=1331.5530,,=2901436126873.5986,=878958739161,=824980674761.6285,=28.5668,=0.9379,=22.4508,=21.1210,=20.2891
2006-06-21,=1333.5320,,=2911103291794.7002,=879962647352,=826528585482.6978,=28.5038,=0.9308,=22.4355,=21.1195,=20.2891
2006-06-20,=1338.2230,,=2896043101849.3999,=882892077994,=829268757700.8925,=28.9134,=0.9444,=22.4144,=21.1179,=20.2891
2006-06-19,=1334.8930,,=2894261677988.4009,=880715610151,=827415319784.9930,=28.9895,=0.9477,=22.4144,=21.1099,=20.2870
2006-06-16,=1318.0100,,=2873558614530.7988,=869544658910,=817723690058.0930,=28.5377,=0.9441,=22.3696,=21.1018,=20.2870
2006-06-15,=1285.3850,,=2790614885309.3989,=847639229382,=797184393072.1902,=27.9555,=0.9298,=22.2721,=21.1012,=20.2870
2006-06-14,=1283.8800,,=2788187948929,=846452129024,=796033522173.7714,=27.8042,=0.9225,=22.2522,=21.1006,=20.2870
2006-06-13,=1298.2760,,=2830141151897.8008,=855838362803,=805302247564.4991,=27.8826,=0.9258,=22.2352,=21.0979,=20.2870
2006-06-12,=1297.6700,,=2847443034614.6992,=855464304875,=805575181428.6666,=27.7481,=0.9220,=22.2352,=21.0952,=20.2794
2006-06-09,=1294.1850,,=2843395414859.6001,=852703860609,=803351949846.3990,=27.8826,=0.9288,=22.0951,=21.0862,=20.2794
2006-06-08,=1325.9790,,=2913247151181.2012,=873134036636,=822999193170.2582,=28.5173,=0.9429,=22.0922,=21.0773,=20.2794
2006-06-07,=1320.2330,,=2906710056110.3018,=869106692481,=819773324794.7052,=28.8556,=0.9462,=22.0878,=21.0739,=20.2794
2006-06-06,=1399.1420,,=3066981540799.9995,=921782607876,=869625397255.6749,=31.1145,=0.9856,=22.0696,=21.0705,=20.2794
2006-06-05,=1403.1630,,=3077856621812.6001,=925279360286,=874504859330.2026,=32.2124,=0.9964,=22.0696,=21.0557,=20.2696
2006-06-02,=1390.1160,,=3053830740486.7012,=915901280505,=866272451962.6917,=31.1512,=0.9928,=22.0488,=21.0409,=20.2696
2006-06-01,=1402.8790,,=3096142851908.9980,=924365509694,=874505535855.4769,=32.3434,=1,=22.0388,=21.0364,=20.2696
2006-05-31,=1365.4510,,=3027419739609.2988,=899758260362,=851450467060.4622,=31.3396,=1,=22.0168,=21.0319,=20.2696
2006-05-30,=1378.7560,,=3066622496622.6016,=908752462190,=860305486348.1975,=30.6371,=0.9963,=22.0091,=21.0304,=20.2696
2006-05-29,=1366.2920,,=3061941471882.2988,=900704945772,=853204495115.9930,=30.0010,=0.9890,=22.0091,=21.0290,=20.2367
2006-05-26,=1331.0200,,=2999893218802.5010,=877967828060,=832834250442.7842,=29.1480,=0.9742,=22.0091,=21.0253,=20.2367
2006-05-25,=1307.6970,,=2961174077791.7998,=862424373821,=818141644903.9705,=28.3796,=0.9741,=21.9972,=21.0217,=20.2367
2006-05-24,=1308.2420,,=2978766036026.5986,=863365404255,=820417382984.2452,=27.8008,=0.9665,=21.9607,=21.0200,=20.2367
2006-05-23,=1317.6540,,=2994889657168.2002,=869286092163,=826249543685.8323,=28.3376,=0.9739,=21.9447,=21.0184,=20.2367
2006-05-22,=1373.6740,,=3089546736541.6997,=906032338396,=861323266087.2185,=30.5335,=0.9963,=21.9447,=21.0173,=20.2358
2006-05-19,=1366.0970,,=3106744100607.0015,=900899945432,=857890457583.8612,=30.3319,=0.9962,=21.9118,=21.0161,=20.2358
2006-05-18,=1331.2010,,=3036869524320.9985,=877862554862,=840354536607.0166,=29.2804,=0.9925,=21.8543,=21.0111,=20.2358
2006-05-17,=1335.5230,,=3060315312749.8989,=880324571169,=842893039783.0850,=29.2384,=0.9924,=21.8278,=21.0061,=20.2358
2006-05-16,=1331.1270,,=3049844752225.5991,=877455099221,=841346782620.9388,=29.1585,=0.9924,=21.8079,=21.0049,=20.2358
2006-05-15,=1352.1550,,=3139464083466.6001,=891662565216,=857864992717.2744,=30.7011,=1,=21.8079,=21.0036,=20.2308
2006-05-12,=1296.2570,,=3021189809079.4014,=854558632670,=822702696882.5074,=29.4898,=1,=21.8061,=20.9989,=20.2308
2006-05-11,=1255.0350,,=2904872262413.8003,=827347475255,=799231212674.5020,=28.2209,=1,=21.7120,=20.9942,=20.2308
2006-05-10,=1265.9330,,=2931340548563.0005,=834554657824,=806751115632.0634,=27.6426,=1,=21.7026,=20.9902,=20.2308
2006-05-09,=1251.6110,,=2911024236058.8008,=825524140562,=798117953602.9073,=27.0221,=1,=21.7026,=20.9862,=20.2308
2006-05-08,=1218.4450,,=2849272779587.4990,=803820717638,=777975499767.8385,=26.0580,=1,=21.7026,=20.9840,=20.1948
2006-04-28,=1172.3470,,=2731568854199.7002,=773199468180,=744250407632.4611,=25.4382,=1,=21.7026,=20.9818,=20.1948
2006-04-27,=1155.2680,,=2689873337166.1001,=762001902619,=730467607949.4291,=24.9506,=0.9843,=21.6965,=20.9763,=20.1948
2006-04-26,=1155.7260,,=2692787938011.9009,=762185765213,=718173782046.2157,=24.9988,=0.9882,=21.6700,=20.9709,=20.1948
2006-04-25,=1141.9300,,=2664954792294.7012,=753912426382,=705331458361.0558,=25.1369,=0.9921,=21.6595,=20.9703,=20.1948
2006-04-24,=1142.6980,,=2685540666673.0991,=754185351491,=700987762984.3350,=25.1369,=0.9960,=21.6595,=20.9697,=20.1898
2006-04-21,=1149.1580,,=2719324499315.8003,=761961646404,=706898052832.0149,=25.1567,=1,=21.6558,=20.9633,=20.1898
2006-04-20,=1134.3810,,=2676108304944.7998,=755026269844,=699646716660.7610,=24.6724,=0.9960,=21.6430,=20.9569,=20.1898
2006-04-19,=1138.2410,,=2697630115633.4014,=757573108370,=701595268490.2747,=24.5623,=0.9920,=21.6281,=20.9507,=20.1898
2006-04-18,=1131.2810,,=2685461916425.9980,=752795847712,=697088130057.0200,=24.6522,=0.9960,=21.6193,=20.9445,=20.1898
2006-04-17,=1124.4140,,=2669582710865.1011,=747533114749,=689684611724.1394,=24.8819,=1,=21.6193,=20.9387,=20.1884
2006-04-14,=1118.6070,,=2633358380127.0996,=743901279619,=685530453580.4294,=24.3710,=0.9959,=21.6093,=20.9329,=20.1884
2006-04-13,=1093.9250,,=2580348951846.6016,=727641103579,=671036780042.0980,=24.0401,=0.9878,=21.6073,=20.9289,=20.1884
2006-04-12,=1117.0730,,=2625113923965.6001,=743080818724,=684700807250.8878,=24.2000,=0.9918,=21.5811,=20.9249,=20.1884
2006-04-11,=1123.3080,,=2636698926143.1992,=747152140890,=689048147170.5437,=24.3209,=0.9959,=21.5707,=20.9136,=20.1884
2006-04-10,=1117.9100,,=2629450316498.8989,=743676903229,=684603832407.3059,=24.4194,=1,=21.5707,=20.9023,=20.1495
2006-04-07,=1103.1540,,=2603606650347.4009,=734034246904,=673880834397.8748,=24.0115,=1,=21.5653,=20.8997,=20.1495
2006-04-06,=1103.2370,,=2606125019016.7988,=734024589973,=671271758695.8571,=23.3906,=0.9958,=21.5423,=20.8971,=20.1495
2006-04-05,=1099.9700,,=2604403182695.0986,=731729316872,=669729321392.3527,=23.5824,=1,=21.5339,=20.8866,=20.1495
2006-04-04,=1089.3710,,=2587788058735.6992,=725129320769,=663435083301.4635,=23.2772,=1,=21.5248,=20.8760,=20.1495
2006-04-03,=1079.3220,,=2573040311316,=718132251659,=657634928045.0847,=23.1721,=1,=21.5248,=20.8753,=20.1088
2006-03-31,=1061.0880,,=2542060919102.1997,=706054384055,=647677862419.4617,=22.5480,=0.9915,=21.5243,=20.8746,=20.1088
2006-03-30,=1055.6340,,=2547022177115.8984,=702291488976,=643975926735.5337,=22.4508,=0.9872,=21.5200,=20.8740,=20.1088
2006-03-29,=1065.2940,,=2569270253196.5000,=708485069993,=648877374505.0270,=22.6018,=0.9957,=21.5156,=20.8734,=20.1088
2006-03-28,=1055.9820,,=2555852430188.7998,=702341596457,=646925277299.5913,=22.2352,=0.9700,=21.4924,=20.8688,=20.1088
2006-03-27,=1050.7070,,=2554792253152.6021,=698816843291,=643452828644.1389,=22.0951,=0.9698,=21.4924,=20.8641,=20.0935
2006-03-24,=1042.6010,,=2552804495140.6001,=693162796667,=638476827576.3374,=21.4408,=0.7879,=21.4648,=20.8636,=20.0935
2006-03-23,=1048.5370,,=2563793870438.7988,=697054088735,=640443689675.6812,=21.8543,=0.9174,=21.4648,=20.8631,=20.0935
2006-03-22,=1047.6660,,=2555597101715,=696260616992,=639029072626.0358,=21.8061,=0.9083,=21.4597,=20.8608,=20.0935
2006-03-21,=1040.7570,,=2547601131787.5005,=691830256499,=635490545203.1753,=21.5653,=0.8421,=21.4441,=20.8585,=20.0935
2006-03-20,=1037.6590,,=2543441391851.1011,=689672956491,=632611293956.4479,=21.6965,=0.8899,=21.4441,=20.8546,=20.0383
2006-03-17,=1024.0150,,=2506838896417.0020,=680680514706,=624039436706.6683,=21.4648,=0.8142,=21.4322,=20.8506,=20.0383
2006-03-16,=1027.6160,,=2523880295141.7021,=683048742247,=627849659349.1716,=21.4441,=0.8089,=21.4210,=20.8499,=20.0383
2006-03-15,=1028.9580,,=2528021934279.7012,=682735145020,=628929638907.5977,=21.4194,=0.7991,=21.4194,=20.8492,=20.0383
2006-03-14,=1018.2720,,=2494981229527.2002,=675292797217,=622710584525.3419,=21.2215,=0.6996,=21.4136,=20.8468,=20.0383
2006-03-13,=1019.8640,,=2498898879978.8999,=675989652484,=623431535965.5779,=20.8746,=0.5315,=21.4210,=20.8444,=20.0334
2006-03-10,=1008.8970,,=2450893297204.5996,=668624646260,=616477558265.2670,=20.7446,=0.4570,=21.4210,=20.8441,=20.0334
2006-03-09,=1004.3440,,=2450470827328.4004,=665672255214,=613452824423.4044,=20.8760,=0.5318,=21.4210,=20.8444,=20.0334
2006-03-08,=1009.2710,,=2460566996758.8013,=668388218727,=616038291215.9688,=20.6950,=0.4292,=21.4210,=20.8441,=20.0334
2006-03-07,=1014.9730,,=2485853163540.4009,=672146562488,=620186596004.9595,=20.9942,=0.5780,=21.4210,=20.8444,=20.0334
2006-03-06,=1038.8730,,=2545904718522.0996,=687800280488,=635371877649.1511,=21.5423,=0.8387,=21.4322,=20.8441,=19.9909
2006-03-03,=1041.6770,,=2556464749839.9004,=689634805289,=636569073891.6909,=21.7026,=0.8889,=21.4210,=20.8438,=19.9909
2006-03-02,=1038.6660,,=2539641632121.4004,=687458332633,=635358204269.6826,=21.4094,=0.7907,=21.4136,=20.8400,=19.9909
2006-03-01,=1056.6190,,=2584724156962.5991,=699503207286,=646444853435.5610,=21.7026,=0.8925,=21.4136,=20.8361,=19.9909
2006-02-28,=1053.0100,,=2575638044850.2998,=696933185172,=643971990048.6820,=21.7026,=0.8967,=21.4106,=20.8304,=19.9909
2006-02-27,=1047.8450,,=2574601138256.3999,=693303104978,=636485381406.6276,=21.4053,=0.7972,=21.4106,=20.8246,=19.9892
2006-02-24,=1049.4440,,=2572928017327.6011,=687042668879,=640232334548.3848,=21.5243,=0.8389,=21.4106,=20.8208,=19.9892
2006-02-23,=1041.3730,,=2559785705151.3008,=681719471092,=635504029268.3518,=21.1773,=0.6857,=21.3916,=20.8171,=19.9892
2006-02-22,=1037.8850,,=2550134336724.3013,=679415907898,=633362183703.9381,=21.3274,=0.7751,=21.3916,=20.8102,=19.9892
2006-02-21,=1038.8160,,=2556721278387.7998,=679710788359,=633980333001.1898,=21.2270,=0.7212,=21.3916,=20.8033,=19.9892
2006-02-20,=1021.6390,,=2515398854454.4004,=668512870509,=623503668783.3605,=21.0952,=0.6570,=21.4106,=20.8012,=19.9780
2006-02-17,=1020.3680,,=2508610125592.9014,=667099896838,=622371405084.0725,=21.2532,=0.7379,=21.4106,=20.7990,=19.9780
2006-02-16,=1020.1210,,=2510829104033.9019,=667141759681,=622482490276.4817,=21.6193,=0.8683,=21.4106,=20.7919,=19.9780
2006-02-15,=1041.6600,,=2562558444732.5000,=680404333931,=635757679345.8398,=22.0388,=0.9461,=21.3916,=20.7848,=19.9780
2006-02-14,=1038.5310,,=2530103291981.6992,=678303494558,=633754316832.9839,=22.0091,=0.9360,=21.3857,=20.7719,=19.9780
2006-02-13,=1031.6140,,=2520227087668.3008,=674020550020,=630710877125.3237,=21.9447,=0.9257,=21.3857,=20.7589,=19.9053
2006-02-10,=1032.3370,,=2527659898857.5996,=674062592373,=631723217362.7584,=21.9607,=0.9303,=21.3725,=20.7539,=19.9053
2006-02-09,=1019.5990,,=2501766706785.9004,=665678680769,=624791516410.6248,=21.7120,=0.9150,=21.3672,=20.7488,=19.9053
2006-02-08,=1033.0720,,=2541816308981.1001,=674451348870,=634066516074.6328,=22.0091,=0.9397,=21.3449,=20.7398,=19.9053
2006-02-07,=1029.9370,,=2528759221114.0991,=672530734769,=632070523986.3319,=21.9972,=0.9394,=21.3181,=20.7308,=19.9053
2006-02-06,=1033.2340,,=2540597668217.3013,=674627668481,=634180763448.0724,=22.0878,=0.9594,=21.3181,=20.7275,=19.9038
2006-01-25,=1009.5970,,=2479983668941.9995,=659216277914,=620796180086.7124,=22.0168,=0.9490,=21.3094,=20.7242,=19.9038
2006-01-24,=999.0930,,=2460619989692.1997,=652488565056,=615049234965.4965,=21.6281,=0.9128,=21.3044,=20.7236,=19.9038
2006-01-23,=996.1620,,=2467122500605.3984,=650492620396,=614480213986.1029,=21.4136,=0.8505,=21.3038,=20.7230,=19.9038
2006-01-20,=993.3400,,=2470732529971.9995,=648596919860,=613058196580.9733,=21.6093,=0.9119,=21.2946,=20.7221,=19.9038
2006-01-19,=991.2220,,=2463158560837.1997,=646803928526,=611524900377.4445,=21.6073,=0.9115,=21.2946,=20.7212,=19.8869
2006-01-18,=983.6220,,=2431339549293.6011,=641184823953,=607430914311.6210,=21.3916,=0.8534,=21.2817,=20.7169,=19.8869
2006-01-17,=964.2900,,=2384587285572.8003,=628511825600,=595669598102.0356,=20.8444,=0.5737,=21.2691,=20.7125,=19.8869
2006-01-16,=961.4390,,=2368387310103.9995,=626616177319,=593835666420.6249,=20.8506,=0.5820,=21.2691,=20.7066,=19.8869
2006-01-13,=978.8090,,=2402899711988.0010,=637352135080,=604376566600.6338,=21.4597,=0.8723,=21.2691,=20.7007,=19.8869
2006-01-12,=983.7160,,=2420592916261.4009,=640399222737,=607635166460.5656,=21.2003,=0.7701,=21.2691,=20.6917,=19.8693
2006-01-11,=973.4770,,=2394832648311.0991,=633658919458,=601502845215.4969,=20.7589,=0.5430,=21.2691,=20.6827,=19.8693
2006-01-10,=978.1540,,=2417892170572.8003,=636657653392,=604577448762.0374,=21.1006,=0.7189,=21.2691,=20.6767,=19.8693
2006-01-09,=975.2530,,=2407615131431.1992,=634520228817,=602859928944.8403,=21.1816,=0.7554,=21.2691,=20.6706,=19.8693
2006-01-06,=970.0320,,=2400442056358.2988,=630907697633,=599445365508.6179,=20.8631,=0.6011,=21.2691,=20.6658,=19.8693
2006-01-05,=959.1340,,=2381621976775.7012,=624025058921,=594097981530.1072,=20.7308,=0.5440,=21.2817,=20.6610,=19.8692
2006-01-04,=941.4280,,=2342989022897.8999,=612444705357,=582929545936.7849,=20.3439,=0.3702,=21.2817,=20.6572,=19.8692
2005-12-30,=923.4510,,=2298891028997.2012,=592672585970,=564395498165.4561,=20.1088,=0.2611,=21.2817,=20.6610,=19.8692
2005-12-29,=932.0310,,=2321224392938.6001,=597284358751,=570420557199.4182,=20.6376,=0.4804,=21.2817,=20.6658,=19.8692
2005-12-28,=920.9190,,=2294055687271.3003,=587683045719,=563551113527.6827,=20.4850,=0.4101,=21.2817,=20.6706,=19.8692
2005-12-27,=919.3600,,=2289411653380.1987,=586642729468,=562436180447.3611,=20.4649,=0.4011,=21.2946,=20.6767,=19.8692
2005-12-26,=922.3780,,=2300091780716.0991,=588716394409,=564867902492.1445,=20.6706,=0.4943,=21.2946,=20.6827,=19.8692
